fighter_f_name,fighter_l_name,fighter_nickname,fighter_height_cm,fighter_weight_lbs,fighter_reach_cm,fighter_stance,fighter_dob,fighter_w,fighter_l,fighter_d,fighter_nc_dq,fighter_url
Drew,Dober,NULL,172.72,155,177.8,Southpaw,1988-10-19,27,14,0,1,http://ufcstats.com/fighter-details/519e4fe37ce9ff75
Shana,Dobson,Danger,167.64000000000001,125,175.26,Orthodox,1989-03-30,4,5,0,NULL,http://ufcstats.com/fighter-details/122ac9b816d8b71c
AJ,Dobson,NULL,185.42,185,193.04,Orthodox,1992-01-18,7,3,0,1,http://ufcstats.com/fighter-details/009c4420727149ea
David,Dodd,NULL,187.96,200,NULL,Orthodox,1973-09-22,4,7,0,NULL,http://ufcstats.com/fighter-details/c2a7623f398d9bd7
John,Dodson,The Magician,160.02,135,167.64,Orthodox,1984-09-26,22,12,0,NULL,http://ufcstats.com/fighter-details/99506df1af6c8b3b
Joe,Doerksen,El Dirte,182.88,185,190.5,Orthodox,1977-10-09,51,16,0,NULL,http://ufcstats.com/fighter-details/dbaaf42313af90fa
Mike,Dolce,Skull Cracker,180.34,185,NULL,,1976-04-15,5,10,0,NULL,http://ufcstats.com/fighter-details/29b5791e51e7e832
Roman,Dolidze,NULL,187.96,185,193.04,Orthodox,1988-07-15,13,3,0,NULL,http://ufcstats.com/fighter-details/327d5f279895110d
Cameron,Dollar,NULL,180.34,155,NULL,Orthodox,1987-05-12,11,5,0,NULL,http://ufcstats.com/fighter-details/3bbcd63a016d9715
CB,Dollaway,The Doberman,187.96,185,193.04,Orthodox,1983-08-10,17,9,0,NULL,http://ufcstats.com/fighter-details/5d7bdab5e03e3216
Dennis,Dombrow,NULL,NULL,145,NULL,,1986-03-17,7,5,0,1,http://ufcstats.com/fighter-details/4145caa2c999fbac
OJ,Dominguez,NULL,NULL,NULL,NULL,,NULL,0,1,0,NULL,http://ufcstats.com/fighter-details/1a50e734bb54861a
John,Donaldson,J.T.,172.72,145,NULL,,1992-07-09,2,2,0,NULL,http://ufcstats.com/fighter-details/1c610f900f9884ab
Dong,Huaxiang,NULL,160.02,115,154.94,Switch,1998-08-21,12,3,0,NULL,http://ufcstats.com/fighter-details/bad82b681819b272
Cody,Donovan,Donnybrook,190.5,205,187.96,Orthodox,1981-02-20,8,5,0,NULL,http://ufcstats.com/fighter-details/7bc96507e4b38d3b
Houston,Dorr,NULL,185.42,210,NULL,Orthodox,NULL,1,2,0,NULL,http://ufcstats.com/fighter-details/312f47c3d2f83ffa
Rafael,Dos Anjos,NULL,172.72,170,177.8,Southpaw,1984-10-26,32,16,0,NULL,http://ufcstats.com/fighter-details/6a2f7c151031653d
Junior,Dos Santos,Cigano,193.04,238,195.58,Orthodox,1984-01-30,21,9,0,NULL,http://ufcstats.com/fighter-details/63def5a5662a6917
Geronimo,dos Santos,Mondragon,190.5,264,NULL,Orthodox,1980-08-17,39,19,0,NULL,http://ufcstats.com/fighter-details/b51f6791c794e289
Antonio,Dos Santos,Junior Alpha,177.8,185,NULL,Orthodox,1988-07-21,6,4,0,NULL,http://ufcstats.com/fighter-details/81b8b3fb019dc69d
Anderson,Dos Santos,Berinja,165.1,135,177.8,Orthodox,1985-07-24,21,9,0,NULL,http://ufcstats.com/fighter-details/bbc9ab95fa766493
Acacio,Dos Santos,Pequeno,193.04,205,200.66,Orthodox,1991-09-29,14,5,0,NULL,http://ufcstats.com/fighter-details/957562fdf68a725a
Rayanne,dos Santos,NULL,157.48000000000002,115,157.48,Orthodox,1995-06-08,14,8,0,NULL,http://ufcstats.com/fighter-details/02bb48869eb7ac8f
Felipe,dos Santos,Lipe Detona,170.18,125,177.8,Orthodox,2000-09-11,8,2,0,1,http://ufcstats.com/fighter-details/5cdf5339728f580d
Tiago,NULL,Trator,175.26,145,177.8,Orthodox,1987-04-12,20,7,2,1,http://ufcstats.com/fighter-details/8ce87f7e3a9baed2
Oleksandr,Doskalchuk,NULL,167.64000000000001,125,NULL,Southpaw,1990-03-13,10,2,0,NULL,http://ufcstats.com/fighter-details/86cb6f5b1ca98dc0
David,Douglas,Tarzan,180.34,155,NULL,,1981-08-16,9,7,0,NULL,http://ufcstats.com/fighter-details/7cf0944b88966118
Damion,Douglas,NULL,NULL,170,NULL,,NULL,4,1,0,NULL,http://ufcstats.com/fighter-details/ce3b669e39418414
Cedric,Doumbe,NULL,177.8,170,NULL,,1992-08-13,2,0,0,NULL,http://ufcstats.com/fighter-details/5159e6ee100c717e
John,Dowdy,NULL,NULL,NULL,NULL,,NULL,0,1,0,NULL,http://ufcstats.com/fighter-details/e780ccc79a209985
Jordan,Dowdy,NULL,NULL,170,NULL,,NULL,4,3,0,NULL,http://ufcstats.com/fighter-details/0d9312337fdce39a
Danny,Downes,NULL,182.88,155,182.88,Orthodox,1986-04-08,8,3,0,NULL,http://ufcstats.com/fighter-details/a66395395b5f1394
Derek,Downey,NULL,185.42,185,NULL,Orthodox,1980-04-27,11,4,0,NULL,http://ufcstats.com/fighter-details/b05086131c6f5dc5
John,Doyle,The Iron Bull,180.34,205,NULL,Orthodox,1976-11-21,11,22,0,1,http://ufcstats.com/fighter-details/0509b954421bb327
Edson,Drago,NULL,193.04,220,NULL,Orthodox,1977-08-29,11,7,0,NULL,http://ufcstats.com/fighter-details/f9c7fe2682af3802
Anthony,Drilich,NULL,NULL,125,NULL,,1994-03-17,8,1,0,NULL,http://ufcstats.com/fighter-details/c2c4052f58f54988
Kyle,Driscoll,KD,180.34,145,187.96,Orthodox,1994-09-23,12,3,0,NULL,http://ufcstats.com/fighter-details/e5e148d4363deff8
Chris,Drumm,NULL,172.72,145,NULL,,NULL,0,1,0,1,http://ufcstats.com/fighter-details/5fd834edd92c9e50
Tomasz,Drwal,Gorilla,185.42,205,193.04,Orthodox,1982-01-22,21,5,1,NULL,http://ufcstats.com/fighter-details/679a9054e2815943
Robert,Drysdale,NULL,190.5,205,NULL,Orthodox,1981-10-05,7,0,0,1,http://ufcstats.com/fighter-details/d2a9be6bf2de624c
Dricus,Du Plessis,Stillknocks,185.42,185,193.04,Switch,1994-01-14,22,2,0,NULL,http://ufcstats.com/fighter-details/0d7b51c9d2649a6e
Hugo,Duarte,NULL,182.88,240,NULL,Orthodox,1968-08-09,6,3,0,NULL,http://ufcstats.com/fighter-details/706404da0775dcbc
Antonio,Duarte,Tigre,170.18,135,NULL,,NULL,19,7,0,NULL,http://ufcstats.com/fighter-details/29b5d32584e02d8d
Joe,Duarte,NULL,NULL,155,NULL,,1977-01-25,10,4,0,NULL,http://ufcstats.com/fighter-details/454c3e9d4cd4a1b3
Yuneisy,Duben,NULL,162.56,125,165.1,Orthodox,1996-07-08,6,0,0,1,http://ufcstats.com/fighter-details/c3d2b9bcb4cead6b
Matthieu,Duclos,NULL,190.5,185,195.58,Orthodox,1995-04-04,6,3,0,NULL,http://ufcstats.com/fighter-details/ec322adbabbfa6e7
Emily,Ducote,Gordinha,157.48000000000002,115,160.02,Orthodox,1994-01-01,13,9,0,NULL,http://ufcstats.com/fighter-details/02f8fedc18cbd26c
Viktoriia,Dudakova,NULL,165.1,115,170.18,Orthodox,1999-01-26,8,1,0,NULL,http://ufcstats.com/fighter-details/6c9b66b43663f2f7
Milana,Dudieva,NULL,160.02,135,NULL,Orthodox,1989-08-04,11,6,0,NULL,http://ufcstats.com/fighter-details/072a10e85f7d4bff
Adin,Duenas,NULL,167.64000000000001,145,NULL,,1988-07-02,6,1,0,NULL,http://ufcstats.com/fighter-details/cb6c45b26b0a877a
Todd,Duffee,NULL,190.5,260,198.12,Orthodox,1985-12-06,9,3,0,1,http://ufcstats.com/fighter-details/bda04c573563cc2e
Joe,Duffy,Irish,177.8,155,185.42,Orthodox,1988-02-18,16,5,0,NULL,http://ufcstats.com/fighter-details/654ae722109a0d31
Jack,Duffy,The Fury,170.18,125,175.26,Switch,1995-10-02,7,1,0,NULL,http://ufcstats.com/fighter-details/cea51876d8a514a0
Alexis,Dufresne,Sneaky Zebra,175.26,135,NULL,Orthodox,1990-08-31,6,3,0,NULL,http://ufcstats.com/fighter-details/4ae4049426e0161d
Jessamyn,Duke,The Gun,180.34,135,185.42,Orthodox,1986-06-24,3,5,0,1,http://ufcstats.com/fighter-details/a7ddae0be8b78147
Islam,Dulatov,The Ripper,NULL,170,NULL,,NULL,10,1,0,NULL,http://ufcstats.com/fighter-details/e803242fb2e41112
Isaac,Dulgarian,The Midwest Choppa,170.18,145,180.34,Orthodox,1996-07-04,7,1,0,NULL,http://ufcstats.com/fighter-details/a57cb948c4c70a47
Kelly,Dullanty,Psycho,172.72,155,NULL,Orthodox,1977-11-04,4,2,0,NULL,http://ufcstats.com/fighter-details/1a225f04aa6e0739
Sedriques,Dumas,The Reaper,187.96,185,200.66,Orthodox,1995-08-06,10,2,0,NULL,http://ufcstats.com/fighter-details/4e6738062d469256
Norma,Dumont,The Immortal,170.18,135,170.18,Orthodox,1990-10-01,12,2,0,NULL,http://ufcstats.com/fighter-details/d3f5d33d61cd00c9
Chris,Duncan,The Problem,177.8,155,180.34,Orthodox,1993-05-10,11,2,0,NULL,http://ufcstats.com/fighter-details/fd406a32a6fb3a29
Christian,Leroy Duncan,CLD,187.96,185,200.66,Switch,1995-07-24,10,2,0,NULL,http://ufcstats.com/fighter-details/a93f94c923c3a9cb
Evan,Dunham,NULL,177.8,155,177.8,Southpaw,1981-12-18,18,9,1,NULL,http://ufcstats.com/fighter-details/e5c9de15bb58b1c6
Alex,Dunworth,NULL,172.72,155,NULL,,NULL,2,2,0,1,http://ufcstats.com/fighter-details/31732a614e7a3d1d
Tom,Duquesnoy,Fire Kid,170.18,135,172.72,Orthodox,1993-06-21,16,2,0,1,http://ufcstats.com/fighter-details/e979c76341f19b22
Albert,Duraev,NULL,180.34,185,190.5,Orthodox,1989-01-05,16,5,0,NULL,http://ufcstats.com/fighter-details/6b7c7460855dbbb9
Reuben,Duran,NULL,170.18,135,180.34,Orthodox,1983-07-02,11,7,1,NULL,http://ufcstats.com/fighter-details/4417980b3e798abf
Cody,Durden,Custom Made,170.18,125,170.18,Southpaw,1991-03-29,17,6,1,NULL,http://ufcstats.com/fighter-details/7f6ed67d3ed3c036
Luiz,Dutra,Besouro,180.34,170,NULL,Orthodox,1982-05-06,13,6,1,NULL,http://ufcstats.com/fighter-details/2153a7f8396a46cc
Rilley,Dutro,NULL,172.72,125,NULL,Orthodox,1987-09-03,11,4,0,NULL,http://ufcstats.com/fighter-details/43db649da89fac4b
Bill,Duvall,NULL,187.96,185,NULL,Southpaw,NULL,1,2,0,NULL,http://ufcstats.com/fighter-details/7df4d3c38792b083
Merab,Dvalishvili,The Machine,167.64000000000001,135,172.72,Orthodox,1991-01-10,18,4,0,NULL,http://ufcstats.com/fighter-details/c03520b5c88ed6b4
David,Dvorak,Undertaker,165.1,125,172.72,Orthodox,1992-06-05,20,6,0,NULL,http://ufcstats.com/fighter-details/9ada30894bf04e19
Matt,Dwyer,NULL,193.04,170,193.04,Orthodox,1989-12-17,9,4,0,NULL,http://ufcstats.com/fighter-details/8f0d576beba1cfcd
Rolando,Dy,Dy Incredible,172.72,145,175.26,Orthodox,1990-08-11,9,7,1,1,http://ufcstats.com/fighter-details/55ed59d541f8b90c
Ben,Earwood,NULL,172.72,170,NULL,Orthodox,NULL,12,3,0,NULL,http://ufcstats.com/fighter-details/ee457ef1e1c326c1
Cody,East,The Freight Train,190.5,245,NULL,Orthodox,1988-06-29,12,3,0,NULL,http://ufcstats.com/fighter-details/5713c1d2fac539ac
Marvin,Eastman,The Beastman,175.26,185,185.42,Orthodox,1971-06-08,18,15,1,NULL,http://ufcstats.com/fighter-details/05866d8c3a321856
Mike,Easton,The Hulk,167.64000000000001,135,177.8,Southpaw,1984-01-25,13,6,0,NULL,http://ufcstats.com/fighter-details/bc7230f231701d66
Maurice,Eazel,NULL,170.18,135,NULL,,NULL,7,15,0,NULL,http://ufcstats.com/fighter-details/4acb99524a9a81ab
Vincent,Eazelle,The Real Deal,180.34,155,NULL,,1980-12-07,9,2,0,NULL,http://ufcstats.com/fighter-details/ec421d5de0aea624
Ross,Ebanez,The Boss,175.26,154,NULL,Southpaw,1975-05-18,20,10,0,3,http://ufcstats.com/fighter-details/a5b0bd216d8ba84e
Brian,Ebersole,Bad Boy,182.88,170,185.42,Southpaw,1980-11-27,51,18,1,1,http://ufcstats.com/fighter-details/32ba186f4b0e3267
Roybert,Echeverria,The Unbroken,165.1,125,170.18,Switch,1995-08-21,7,1,0,NULL,http://ufcstats.com/fighter-details/20b13e96668caaa4
Mark,Eddiva,NULL,172.72,145,172.72,Orthodox,1986-02-16,6,3,0,NULL,http://ufcstats.com/fighter-details/40ff198adda94b9f
Frankie,Edgar,The Answer,167.64000000000001,135,172.72,Orthodox,1981-10-16,23,11,1,NULL,http://ufcstats.com/fighter-details/f2688492b9a525a3
Abdul-Kerim,Edilov,NULL,187.96,205,NULL,Orthodox,1991-11-25,17,4,0,NULL,http://ufcstats.com/fighter-details/37e03538c960bac6
Johnny,Eduardo,NULL,170.18,135,180.34,Orthodox,1978-08-03,28,13,0,NULL,http://ufcstats.com/fighter-details/528c24b99fbaab79
Yves,Edwards,NULL,175.26,155,185.42,Southpaw,1976-09-30,42,22,1,1,http://ufcstats.com/fighter-details/5f04e3d58d9ce982
Justin,Edwards,Fast Eddy,177.8,155,177.8,Orthodox,1983-01-26,9,5,0,NULL,http://ufcstats.com/fighter-details/e56daf7725a0b5ab
Leon,Edwards,Rocky,187.96,170,187.96,Southpaw,1991-08-25,22,4,0,1,http://ufcstats.com/fighter-details/f1fac969a1d70b08
Te,Edwards,NULL,172.72,155,182.88,Orthodox,1990-09-11,6,3,0,NULL,http://ufcstats.com/fighter-details/ef44e4ea9050f2ea
Adli,Edwards,NULL,NULL,145,NULL,,1989-08-28,4,1,0,NULL,http://ufcstats.com/fighter-details/e6904a03a66e711d
Joselyne,Edwards,La Pantera,172.72,135,177.8,Orthodox,1995-09-29,13,6,0,NULL,http://ufcstats.com/fighter-details/f9ab66e67240db7b
Tom,Egan,NULL,180.34,170,NULL,Orthodox,NULL,7,5,0,NULL,http://ufcstats.com/fighter-details/eae4aec1a5a8ff01
Stephanie,Egger,NULL,167.64000000000001,135,172.72,Orthodox,1988-08-12,8,5,0,NULL,http://ufcstats.com/fighter-details/5e6294b37bbef029
Justin,Eilers,The Hammer,185.42,235,NULL,Orthodox,1978-06-28,19,7,1,NULL,http://ufcstats.com/fighter-details/27fc9218a3653e3c
Jon,Olav Einemo,The Viking,198.12,253,NULL,Orthodox,1975-12-10,6,3,0,NULL,http://ufcstats.com/fighter-details/0577808d22dfe79c
Per,Eklund,NULL,177.8,155,182.88,Orthodox,NULL,14,5,1,NULL,http://ufcstats.com/fighter-details/58bc81376286b3d3
John,Elam,NULL,NULL,NULL,NULL,,NULL,2,0,0,NULL,http://ufcstats.com/fighter-details/22d80fb67e50ab0b
Evan,Elder,The Phenom,177.8,155,182.88,Switch,1997-04-11,9,2,0,NULL,http://ufcstats.com/fighter-details/d9a56ecb6e94f02e
John,Paul Elias,NULL,193.04,205,NULL,,NULL,3,1,0,NULL,http://ufcstats.com/fighter-details/e873203fd50542f6
Joao,Elias,Alicate,160.02,125,162.56,Southpaw,1995-01-08,17,4,1,1,http://ufcstats.com/fighter-details/1a064688481f66e1
Saul,Elizondo,NULL,170.18,135,NULL,,1985-07-17,6,8,0,NULL,http://ufcstats.com/fighter-details/e295b96f135d758a
Darren,Elkins,The Damage,177.8,145,180.34,Orthodox,1984-05-16,28,11,0,NULL,http://ufcstats.com/fighter-details/92a9aa9c93192871
Jake,Ellenberger,The Juggernaut,175.26,170,180.34,Orthodox,1985-03-28,31,15,0,NULL,http://ufcstats.com/fighter-details/d81ac739417d7f53
Joe,Ellenberger,Excalibur,175.26,155,182.88,Orthodox,1985-03-28,15,2,0,NULL,http://ufcstats.com/fighter-details/8e8e4487c621aa1c
Tim,Elliott,NULL,170.18,125,167.64,Southpaw,1986-12-24,21,13,1,NULL,http://ufcstats.com/fighter-details/c96d9178c9ed9e62
Oban,Elliott,The Welsh Gangster,182.88,170,182.88,Orthodox,1997-12-19,11,2,0,NULL,http://ufcstats.com/fighter-details/6b56e94a59b7b134
Eddy,Ellis,Fast,175.26,170,NULL,Orthodox,NULL,21,16,1,1,http://ufcstats.com/fighter-details/e60d773a0a42048a
Lisa,Ellis,NULL,162.56,115,NULL,,1982-11-15,15,11,0,NULL,http://ufcstats.com/fighter-details/77350fd0e6d1dba8
Anna,Elmose,Panda,160.02,115,NULL,Orthodox,1984-10-06,3,2,0,NULL,http://ufcstats.com/fighter-details/1536a25e16fc299b
Cameron,Else,Camchida,175.26,135,180.34,Switch,1987-04-27,10,6,0,NULL,http://ufcstats.com/fighter-details/5f3da9a9610d8969
Aaron,Ely,The Cyborg,172.72,135,NULL,,1989-03-18,5,2,0,NULL,http://ufcstats.com/fighter-details/1741343f0ca34dd5
Sovannahry,Em,The Sweet Savage,162.56,135,NULL,,1992-06-26,3,1,0,NULL,http://ufcstats.com/fighter-details/45c8fed13a62fe92
Ramazan,Emeev,Gorets,177.8,170,193.04,Southpaw,1987-05-23,20,6,0,NULL,http://ufcstats.com/fighter-details/abd5fb12437eda21
Aleksander,Emelianenko,NULL,198.12,255,NULL,Orthodox,1981-08-02,23,7,0,NULL,http://ufcstats.com/fighter-details/f54200f1dfb9b5d4
Fedor,Emelianenko,The Last Emperor,182.88,230,187.96,Orthodox,1976-09-28,36,5,0,1,http://ufcstats.com/fighter-details/b8da6f5c80ae2d15
Rob,Emerson,The Saint,175.26,155,177.8,Orthodox,1981-07-30,18,12,0,1,http://ufcstats.com/fighter-details/dc0f07928009a127
Jamall,Emmers,Pretty Boy,177.8,145,187.96,Orthodox,1989-07-24,20,8,0,NULL,http://ufcstats.com/fighter-details/e00a3dee329a51f7
Josh,Emmett,CC0,167.64000000000001,145,177.8,Orthodox,1985-03-04,19,4,0,NULL,http://ufcstats.com/fighter-details/fba03cd6cc28dc41
Marius,Enache,NULL,180.34,155,NULL,,1975-10-16,3,3,0,NULL,http://ufcstats.com/fighter-details/e3f443e4cbc3da8f
Kevin,Engel,The Hitman,187.96,170,NULL,,NULL,5,1,0,NULL,http://ufcstats.com/fighter-details/d2f310b5b072e986
Kolton,Englund,White Assassin,177.8,155,175.26,Orthodox,1993-07-09,9,4,0,NULL,http://ufcstats.com/fighter-details/4122da4f791b2f4f
Oliver,Enkamp,NULL,182.88,170,195.58,Switch,1991-08-10,7,2,0,NULL,http://ufcstats.com/fighter-details/330bafba312face4
Alex,Enlund,NULL,177.8,145,NULL,Orthodox,1987-05-27,14,2,0,1,http://ufcstats.com/fighter-details/d238217e0f8ea8e1
Kenny,Ento,Tha' Dragon,187.96,192,NULL,,NULL,14,15,0,NULL,http://ufcstats.com/fighter-details/daf9be103c1edbbd
Ian,Entwistle,Enty,165.1,135,NULL,Orthodox,1986-11-19,9,3,0,NULL,http://ufcstats.com/fighter-details/d7adfcfdf7c6c1f8
Andy,Enz,Tank Mode,190.5,185,198.12,Orthodox,1991-08-15,10,4,0,NULL,http://ufcstats.com/fighter-details/993d385f5a475375
Won,Jin Eoh,NULL,170.18,160,NULL,Orthodox,NULL,5,5,1,NULL,http://ufcstats.com/fighter-details/bc7cf284c1c2f16e
Josh,Epps,NULL,NULL,130,NULL,,1986-08-23,6,7,0,NULL,http://ufcstats.com/fighter-details/984b0c4c6e773a1c
Abdellah,Er-Ramy,The Golden Boy,NULL,205,NULL,,1996-09-19,7,1,0,NULL,http://ufcstats.com/fighter-details/b593cd58b0afffb0
Steve,Erceg,Astroboy,172.72,125,172.72,Orthodox,1995-07-27,12,3,0,NULL,http://ufcstats.com/fighter-details/32ab52e5de93092d
Tom,Erikson,The Big Cat,190.5,280,NULL,Orthodox,NULL,9,4,1,NULL,http://ufcstats.com/fighter-details/7b9a85e5ff31ef47
Konstantin,Erokhin,NULL,180.34,230,NULL,Orthodox,1983-01-31,9,3,0,NULL,http://ufcstats.com/fighter-details/22061ff217907c78
Julian,Erosa,Juicy J,185.42,145,187.96,Southpaw,1989-07-31,30,12,0,NULL,http://ufcstats.com/fighter-details/902ec2cc48c8ae8a
Jarno,Errens,NULL,180.34,145,185.42,Orthodox,1994-11-17,14,6,1,NULL,http://ufcstats.com/fighter-details/082eba4cd80f736f
Ivan,Erslan,NULL,NULL,205,NULL,Orthodox,1991-11-15,14,3,0,1,http://ufcstats.com/fighter-details/64ad3e3b0efa30bb
Nick,Ertl,NULL,175.26,155,NULL,,NULL,8,6,0,NULL,http://ufcstats.com/fighter-details/74061adb224be3cc
Chel,Erwin-Davis,The First Sun,182.88,170,NULL,,NULL,5,1,0,NULL,http://ufcstats.com/fighter-details/c26ea30823f37316
Bobby,Escalante,NULL,NULL,130,NULL,,NULL,5,6,0,NULL,http://ufcstats.com/fighter-details/f7ede18b4ec4ec1f
Eric,Esch,Butterbean,180.34,350,NULL,Orthodox,1968-08-03,15,10,1,NULL,http://ufcstats.com/fighter-details/0e4daed84a8f39a6
Pro,Escobedo,NULL,NULL,205,NULL,,NULL,1,0,0,NULL,http://ufcstats.com/fighter-details/b36874652ed7715d
Cole,Escovedo,Apache Kid,170.18,135,182.88,Orthodox,1981-08-30,17,9,0,NULL,http://ufcstats.com/fighter-details/5df17b3620145578
Efrain,Escudero,Hecho En Mexico,175.26,155,180.34,Orthodox,1986-01-15,28,12,0,NULL,http://ufcstats.com/fighter-details/83fd97284f4bb4a4
Evan,Esguerra,NULL,NULL,145,NULL,,NULL,8,7,0,1,http://ufcstats.com/fighter-details/ed220e87bef0cc64
Carla,Esparza,Cookie Monster,154.94,115,160.02,Orthodox,1987-10-10,20,7,0,NULL,http://ufcstats.com/fighter-details/d910665038efc639
Juan,Espino,El Guapo,190.5,255,203.2,Orthodox,1980-10-09,11,2,0,NULL,http://ufcstats.com/fighter-details/ccf5dc41417e9daf
Jordan,Espinosa,The Gamer,167.64000000000001,125,175.26,Orthodox,1989-11-08,15,9,0,1,http://ufcstats.com/fighter-details/215a70f073a7b726
Jodie,Esquibel,NULL,154.94,115,162.56,Orthodox,1986-05-07,6,6,0,NULL,http://ufcstats.com/fighter-details/411539901068522f
Rafael,Estevam,Macapa,172.72,125,175.26,Orthodox,1996-08-10,12,0,0,NULL,http://ufcstats.com/fighter-details/83455a9d17f57dae
Achilles,Estremadura,NULL,177.8,155,172.72,Orthodox,1992-03-11,7,1,0,NULL,http://ufcstats.com/fighter-details/41f3cfdab0b22236
Shaun,Etchell,The Buzzsaw,170.18,125,172.72,Switch,1993-08-05,7,3,0,NULL,http://ufcstats.com/fighter-details/ea9bfe9c25037bba
Terry,Etim,NULL,185.42,155,185.42,Orthodox,1986-01-11,16,5,0,NULL,http://ufcstats.com/fighter-details/33011768c3c4dc9a
Fred,Ettish,NULL,182.88,180,NULL,Southpaw,NULL,1,1,0,NULL,http://ufcstats.com/fighter-details/8d5daf67983b65ba
Scott,Ettling,NULL,NULL,135,NULL,,NULL,4,2,0,NULL,http://ufcstats.com/fighter-details/74b5736f1df40be3
Sijara,Eubanks,SarJ,162.56,125,170.18,Orthodox,1985-04-27,8,7,0,NULL,http://ufcstats.com/fighter-details/4234f0097c83fa62
Billy,Evangelista,NULL,172.72,155,172.72,Orthodox,1980-10-07,13,3,0,1,http://ufcstats.com/fighter-details/9766ed20b68c7c33
Rashad,Evans,Suga,182.88,205,190.5,Orthodox,1979-09-25,19,8,1,NULL,http://ufcstats.com/fighter-details/ee779c43a8926d52
Doug,Evans,NULL,175.26,155,NULL,Orthodox,1980-10-10,13,10,0,NULL,http://ufcstats.com/fighter-details/d3de4a24f7eefac8
Ashlee,Evans-Smith,Rebel Girl,172.72,135,170.18,Orthodox,1987-07-09,6,6,0,NULL,http://ufcstats.com/fighter-details/fc6e681bf6658faf
Dan,Evensen,The Viking,190.5,250,NULL,Orthodox,1974-06-01,11,4,0,NULL,http://ufcstats.com/fighter-details/dd8aec6de7035943
Tonya,Evinger,Triple Threat,170.18,135,177.8,Orthodox,1981-06-04,19,8,0,1,http://ufcstats.com/fighter-details/b12a1d19ee383b7c
Movsar,Evloev,NULL,170.18,145,182.88,Orthodox,1994-02-11,18,0,0,NULL,http://ufcstats.com/fighter-details/76e2870ffafbe38f
Andre,Ewell,Mr. Highlight,172.72,145,190.5,Southpaw,1988-01-21,17,9,0,NULL,http://ufcstats.com/fighter-details/5f6f049d54728e88
Neal,Ewing,NULL,NULL,185,NULL,,1985-09-30,6,0,0,NULL,http://ufcstats.com/fighter-details/0798f558681d0eb5
Jessica,Eye,Evil,167.64000000000001,125,167.64,Orthodox,1986-07-27,15,11,0,1,http://ufcstats.com/fighter-details/f72465a784c1b084
Edward,Faaloloto,NULL,NULL,155,177.8,Orthodox,1984-07-15,2,5,0,NULL,http://ufcstats.com/fighter-details/6224e8d0a34264eb
Urijah,Faber,The California Kid,167.64000000000001,135,170.18,Orthodox,1979-05-14,35,11,0,NULL,http://ufcstats.com/fighter-details/78114b7199cef90c
Melinda,Fabian,NULL,167.64000000000001,125,167.64,Orthodox,1987-06-25,4,4,2,NULL,http://ufcstats.com/fighter-details/8c020156779f7888
Wagnney,Fabiano,The Silencer,167.64000000000001,145,175.26,Southpaw,1975-07-14,16,4,0,NULL,http://ufcstats.com/fighter-details/40389d39a92f5bfa
Bartosz,Fabinski,The Butcher,182.88,170,190.5,Orthodox,1986-04-26,15,5,0,NULL,http://ufcstats.com/fighter-details/e17ac6410c8377f4
Ron,Faircloth,NULL,175.26,205,NULL,Orthodox,1979-08-16,33,20,0,1,http://ufcstats.com/fighter-details/453ee00c3e1ae9dd
Jason,Fairn,NULL,185.42,230,NULL,,NULL,4,5,0,NULL,http://ufcstats.com/fighter-details/adea9f0090aa8e14
Zarah,Fairn,Infinite,172.72,135,182.88,Orthodox,1983-12-10,6,6,0,NULL,http://ufcstats.com/fighter-details/862b0b3375aa4b6e
Rinat,Fakhretdinov,Gladiator,182.88,170,187.96,Orthodox,1991-09-28,22,1,1,NULL,http://ufcstats.com/fighter-details/8f765fd5775a8873
Maiquel,Falcao,Big Rig,180.34,185,NULL,Orthodox,1981-03-08,37,10,0,1,http://ufcstats.com/fighter-details/d58478ded5534695
Pedro,Falcao,Pedrinho,167.64000000000001,135,167.64,Orthodox,1992-07-30,16,4,0,NULL,http://ufcstats.com/fighter-details/f7be1db194e03d7e
Brodie,Farber,NULL,185.42,170,NULL,Orthodox,1980-07-05,16,7,0,NULL,http://ufcstats.com/fighter-details/91d73ee59347ac16
Joao,Paulo Faria,NULL,175.26,155,NULL,,NULL,1,1,0,NULL,http://ufcstats.com/fighter-details/04e9955f33e0c267
Kalindra,Faria,NULL,170.18,125,NULL,Switch,1986-07-23,18,8,1,NULL,http://ufcstats.com/fighter-details/27b164b0d1833df0
Jair,Farias,Chosen,185.42,145,193.04,Orthodox,1993-03-16,10,1,0,NULL,http://ufcstats.com/fighter-details/431262bbc69215dc
