fighter_f_name,fighter_l_name,fighter_nickname,fighter_height_cm,fighter_weight_lbs,fighter_reach_cm,fighter_stance,fighter_dob,fighter_w,fighter_l,fighter_d,fighter_nc_dq,fighter_url
Miguel,Cosio,NULL,193.04,205,NULL,,NULL,1,13,0,NULL,http://ufcstats.com/fighter-details/d150c6fbdb7687f4
Jadson,Costa,NULL,170.18,155,NULL,Orthodox,NULL,22,8,0,1,http://ufcstats.com/fighter-details/222d6b547de2e035
Guilherme,Costa,The Prodigy,NULL,155,NULL,,NULL,7,1,0,NULL,http://ufcstats.com/fighter-details/28877eddb1c0b967
Paulo,Costa,The Eraser,185.42,185,182.88,Orthodox,1991-04-21,14,4,0,NULL,http://ufcstats.com/fighter-details/2e5c2aa8e4ab9d82
Randy,Costa,The Zohan,175.26,135,185.42,Switch,1994-07-06,6,4,0,NULL,http://ufcstats.com/fighter-details/325ad0dd9126d3df
Alessandro,Costa,Nono,162.56,125,170.18,Orthodox,1996-01-28,14,4,0,NULL,http://ufcstats.com/fighter-details/3fa97913cfd205d3
Melquizael,Costa,Melk Cauthy,177.8,145,180.34,Southpaw,1996-09-14,21,7,0,NULL,http://ufcstats.com/fighter-details/20bccc9bb4ceb23e
Oscar,Cota,Elevation,182.88,230,182.88,Orthodox,1984-10-15,11,3,0,1,http://ufcstats.com/fighter-details/f584a6e0b5b74604
Patrick,Cote,The Predator,180.34,170,190.5,Orthodox,1980-02-29,23,11,0,NULL,http://ufcstats.com/fighter-details/9fa3bd637edd9aa2
JC,Cottrell,NULL,175.26,155,NULL,Orthodox,1989-11-04,17,5,0,NULL,http://ufcstats.com/fighter-details/3ec1e4ba98c9c85a
JR,Coughran,Bam Bam,167.64000000000001,145,NULL,Orthodox,1994-05-17,4,1,0,NULL,http://ufcstats.com/fighter-details/8112c9a23dccc759
Rashad,Coulter,Daywalker,180.34,205,193.04,Orthodox,1981-11-27,9,4,0,NULL,http://ufcstats.com/fighter-details/d1528ac5675558b1
Dave,Courchaine,NULL,172.72,170,NULL,,NULL,20,7,0,NULL,http://ufcstats.com/fighter-details/79ab17db3b40831a
Randy,Couture,The Natural,185.42,205,190.5,Orthodox,1963-06-22,19,11,0,NULL,http://ufcstats.com/fighter-details/0aa92558424ced9e
Kim,Couture,Sugar Free,172.72,135,NULL,Orthodox,1975-12-18,3,8,0,NULL,http://ufcstats.com/fighter-details/84c43f0d25f15b0b
Ryan,Couture,NULL,177.8,155,185.42,Orthodox,1982-08-27,11,5,0,NULL,http://ufcstats.com/fighter-details/46fd223e3ced39b3
Nikk,Covert,The Brick,172.72,185,NULL,,1969-08-04,3,4,0,NULL,http://ufcstats.com/fighter-details/400c7b43c86d27d3
Colby,Covington,Chaos,180.34,170,182.88,Orthodox,1988-02-22,17,4,0,NULL,http://ufcstats.com/fighter-details/dc9572dd6ec74859
Hailey,Cowan,All Hail,172.72,135,170.18,Southpaw,1992-02-12,7,3,0,NULL,http://ufcstats.com/fighter-details/3c26c420584d912d
Jeff,Cox,The Grinder,177.8,155,NULL,Orthodox,1968-08-02,10,7,0,NULL,http://ufcstats.com/fighter-details/c9bbf1a0285a8076
Nathan,Coy,Soulforce,177.8,170,175.26,Southpaw,1978-07-24,15,7,0,NULL,http://ufcstats.com/fighter-details/15ec018d144710db
Andrew,Craig,Highlight,185.42,170,193.04,Orthodox,1986-01-15,9,4,0,NULL,http://ufcstats.com/fighter-details/8a70ceb3edbe757b
Paul,Craig,Bearjew,190.5,185,193.04,Orthodox,1987-11-27,17,8,1,NULL,http://ufcstats.com/fighter-details/eabf206b162b3b83
Dan,Cramer,NULL,187.96,170,NULL,Orthodox,1985-10-31,11,4,0,NULL,http://ufcstats.com/fighter-details/480b702debcb5433
Alberto,Crane,NULL,165.1,155,NULL,Orthodox,1976-07-14,15,5,0,NULL,http://ufcstats.com/fighter-details/25433871e4eee0f4
Tim,Credeur,NULL,190.5,185,190.5,Orthodox,1977-07-09,12,4,0,NULL,http://ufcstats.com/fighter-details/89b8d1bf1ff09d1d
Paul,Creighton,NULL,167.64000000000001,155,NULL,Southpaw,1970-06-04,3,1,0,NULL,http://ufcstats.com/fighter-details/ed73c85164a5f5a4
Helena,Crevar,NULL,NULL,NULL,NULL,,NULL,0,0,0,NULL,http://ufcstats.com/fighter-details/a8c3ce469cb8b130
Alexander,Crispim,NULL,NULL,145,NULL,,NULL,8,6,0,NULL,http://ufcstats.com/fighter-details/15dedd05f8bcb475
Alex,Crispin,NULL,NULL,155,NULL,,NULL,0,1,0,NULL,http://ufcstats.com/fighter-details/8944a0f9b2f0ce6d
Kevin,Croom,Crash,180.34,135,185.42,Orthodox,1987-07-15,21,15,0,1,http://ufcstats.com/fighter-details/35b3772629e27a49
Kiefer,Crosbie,BDK,180.34,170,177.8,Switch,1990-04-05,10,5,0,NULL,http://ufcstats.com/fighter-details/4729c93ba705a3bf
Ken,Cross,The Boss,182.88,155,182.88,Southpaw,1994-10-04,11,3,0,NULL,http://ufcstats.com/fighter-details/923767209632e08a
Jeff,Crotty,NULL,NULL,155,NULL,,NULL,1,1,0,NULL,http://ufcstats.com/fighter-details/98601a40e9d96047
Allen,Crowder,Pretty Boy,190.5,245,193.04,Orthodox,1989-11-08,10,4,0,1,http://ufcstats.com/fighter-details/a9d6e047ce48ab63
Daron,Cruickshank,Detroit Superstar,172.72,155,182.88,Switch,1985-06-11,18,10,0,1,http://ufcstats.com/fighter-details/5f99b2bafb10305f
Richard,Crunkilton,Cleat,170.18,155,NULL,Orthodox,1979-11-25,19,4,0,NULL,http://ufcstats.com/fighter-details/22ee260735da0d58
Jimmy,Crute,NULL,187.96,205,187.96,Orthodox,1996-03-04,12,4,1,NULL,http://ufcstats.com/fighter-details/70e1f8a821b72c8b
Marcio,Cruz,Pe de Pano,193.04,232,NULL,Orthodox,1978-04-24,8,3,0,NULL,http://ufcstats.com/fighter-details/6aa1cbc1466e9a0b
Dominick,Cruz,The Dominator,172.72,135,172.72,Orthodox,1985-03-09,24,4,0,NULL,http://ufcstats.com/fighter-details/10f3ba6cd2f44a97
Aalon,Cruz,NULL,182.88,145,198.12,Switch,1989-09-20,8,4,0,NULL,http://ufcstats.com/fighter-details/003d82fa384ca1d0
Timmy,Cuamba,Twilight,175.26,145,180.34,Orthodox,1999-02-08,8,3,0,NULL,http://ufcstats.com/fighter-details/0e46690e55a8df75
Jay,Cucciniello,NULL,170.18,155,NULL,Orthodox,1986-07-23,8,1,0,NULL,http://ufcstats.com/fighter-details/683ea28a198936fe
Emilio,Cuellar,Show Kid,NULL,125,NULL,,NULL,6,1,0,NULL,http://ufcstats.com/fighter-details/3aeb69b4a13ff0e8
Josh,Culibao,Kuya,177.8,145,185.42,Orthodox,1994-05-24,11,4,1,NULL,http://ufcstats.com/fighter-details/6751eacd16bd59bc
Chris,Culley,NULL,NULL,145,NULL,,1986-03-25,20,15,0,NULL,http://ufcstats.com/fighter-details/e59b13321562eed3
Abel,Cullum,The Silent Assassin,170.18,139,NULL,Orthodox,1987-04-21,20,6,0,NULL,http://ufcstats.com/fighter-details/2f8f3c69522db931
Zak,Cummings,NULL,182.88,205,190.5,Southpaw,1984-08-02,25,7,0,NULL,http://ufcstats.com/fighter-details/4ba8d454f762005d
Everett,Cummings,NULL,NULL,205,NULL,,NULL,12,0,0,NULL,http://ufcstats.com/fighter-details/05e4be525cb3578c
Patrick,Cummins,Durkin,187.96,205,193.04,Orthodox,1980-11-16,10,7,0,NULL,http://ufcstats.com/fighter-details/e51e5cb722bd47a8
Luke,Cummo,NULL,182.88,170,187.96,Orthodox,1980-04-27,6,6,0,NULL,http://ufcstats.com/fighter-details/93ce4ac89e3d7652
Hugo,Cunha,Silverback,190.5,263,200.66,Orthodox,1993-02-04,8,2,0,NULL,http://ufcstats.com/fighter-details/46a17755f80f63e8
Alton,Cunningham,The Bo-Man,187.96,205,195.58,Orthodox,1993-06-24,4,2,0,NULL,http://ufcstats.com/fighter-details/305bde44ff664788
AJ,Cunningham,The Savage,177.8,145,180.34,Orthodox,1994-09-07,11,4,0,NULL,http://ufcstats.com/fighter-details/d1053e55f00e53fe
Santo,Curatolo,NULL,160.02,125,157.48,Southpaw,1995-01-18,6,2,0,NULL,http://ufcstats.com/fighter-details/b8b765e320a8db39
Larry,Cureton,NULL,187.96,240,NULL,Orthodox,NULL,0,2,0,NULL,http://ufcstats.com/fighter-details/46f11d15c0134fe3
Jeff,Curran,Big Frog,167.64000000000001,135,175.26,Orthodox,1977-09-02,36,18,1,NULL,http://ufcstats.com/fighter-details/a8ea84cbe1655f0a
Kailin,Curran,NULL,162.56,115,165.1,Orthodox,1991-04-11,4,5,0,NULL,http://ufcstats.com/fighter-details/05b43e0ead3df345
Pat,Curran,Paddy Mike,175.26,145,NULL,,1987-08-31,22,7,0,NULL,http://ufcstats.com/fighter-details/d8291d0dd63da29c
Will,Currie,Drago,190.5,185,193.04,Switch,1998-11-12,12,4,0,NULL,http://ufcstats.com/fighter-details/b8ff02d5703eca3a
Chris,Curtis,Action-Man,177.8,185,190.5,Orthodox,1987-07-15,31,11,0,1,http://ufcstats.com/fighter-details/5442f1bc4b47eaf3
Ion,Cutelaba,The Hulk,185.42,205,190.5,Southpaw,1993-12-14,17,10,1,1,http://ufcstats.com/fighter-details/cd13728ae1151f46
Gleidson,Cutis,Poney,175.26,155,NULL,Orthodox,1989-02-07,7,4,0,NULL,http://ufcstats.com/fighter-details/44a94bbde42246e4
Sarah,D'alelio,The Monster,170.18,145,NULL,,1980-12-13,11,7,0,NULL,http://ufcstats.com/fighter-details/ac45450f75d14f16
Marcos,da Matta,Parrumpinha,162.56,145,NULL,,1973-03-18,11,3,0,NULL,http://ufcstats.com/fighter-details/3b6d84343579fd33
Henrique,da Silva,Frankenstein,190.5,205,193.04,Orthodox,1989-09-01,14,5,0,NULL,http://ufcstats.com/fighter-details/b0bd0c5425668b8f
Ariane,da Silva,Queen of Violence,167.64000000000001,125,170.18,Orthodox,1994-01-26,17,9,0,NULL,http://ufcstats.com/fighter-details/6551c64fbcd1a467
Alex,Da Silva,Leko,172.72,155,185.42,Orthodox,1996-02-04,21,4,0,NULL,http://ufcstats.com/fighter-details/c3ded6f7155f9ea4
Henrique,Da Silva Lopes,Montanha,190.5,240,NULL,,1985-03-08,5,2,0,NULL,http://ufcstats.com/fighter-details/1f8cd7634e8286ff
Nicolas,Dalby,Danish Dynamite,180.34,170,187.96,Orthodox,1984-11-16,23,5,1,2,http://ufcstats.com/fighter-details/9d19d9e4aa2662e8
Paul,Daley,Semtex,175.26,170,193.04,Orthodox,1983-02-21,39,15,2,NULL,http://ufcstats.com/fighter-details/23725c826c481e7f
Dave,Dalgliesh,NULL,187.96,205,NULL,Orthodox,1978-04-05,30,19,2,NULL,http://ufcstats.com/fighter-details/ddbd0d6259ce57cc
Richard,Dalton,NULL,185.42,205,NULL,Orthodox,NULL,4,3,1,NULL,http://ufcstats.com/fighter-details/6cd3dfc54f01287f
Aisling,Daly,Ais the Bash,157.48000000000002,115,162.56,Orthodox,1987-12-24,16,6,0,NULL,http://ufcstats.com/fighter-details/e50cd77732d39967
Marko,Damiani,NULL,182.88,170,NULL,,NULL,0,2,0,NULL,http://ufcstats.com/fighter-details/6e9b5c74c0860deb
Leonardo,Damiani,Puppy,177.8,170,175.26,Orthodox,1990-08-30,10,3,1,NULL,http://ufcstats.com/fighter-details/acd870570949d8a2
Rodrigo,Damm,NULL,170.18,155,180.34,Orthodox,1980-02-03,13,9,0,NULL,http://ufcstats.com/fighter-details/a20d7dfaba74c067
Carina,Damm,Beauty But the Beast,162.56,135,NULL,,NULL,2,13,0,NULL,http://ufcstats.com/fighter-details/033343da4c0cff8a
Batgerel,Danaa,Storm,170.18,135,177.8,Orthodox,1989-07-04,12,5,0,NULL,http://ufcstats.com/fighter-details/3b0a516d2921e0d6
Cindy,Dandois,Battlecat,170.18,135,NULL,Orthodox,1984-10-26,8,3,0,NULL,http://ufcstats.com/fighter-details/9eef6584fab21fbb
Peter,Danesoe,The Asian Viking,175.26,125,172.72,Orthodox,2000-09-01,6,3,0,NULL,http://ufcstats.com/fighter-details/5f119b24c0f9679c
Jarjis,Danho,Man Mountain,190.5,265,187.96,Orthodox,1983-10-15,7,1,1,1,http://ufcstats.com/fighter-details/8614b7134913f5d5
Raymond,Daniels,NULL,187.96,185,NULL,Southpaw,NULL,0,1,0,NULL,http://ufcstats.com/fighter-details/fccb0fee256b7b4d
Marques,Daniels,NULL,NULL,155,NULL,,NULL,5,5,0,NULL,http://ufcstats.com/fighter-details/55a80a9365bc107d
Anvarbek,Daniyalbekov,NULL,NULL,185,NULL,,1995-05-27,8,0,0,NULL,http://ufcstats.com/fighter-details/859e0dafd04fe1ca
Alexandre,Dantas,Cafe,187.96,238,NULL,Orthodox,1979-03-01,0,3,0,NULL,http://ufcstats.com/fighter-details/8dc46e9a7895ce1a
Eduardo,Dantas,Dudu,177.8,135,NULL,,1989-02-03,20,4,0,NULL,http://ufcstats.com/fighter-details/676a2e5ec4d7338c
Mac,Danzig,NULL,172.72,155,177.8,Orthodox,1980-01-02,21,12,1,NULL,http://ufcstats.com/fighter-details/86f582852a5b240a
Karen,Darabedyan,NULL,170.18,155,172.72,Orthodox,1986-12-18,13,6,0,NULL,http://ufcstats.com/fighter-details/d2fa318f34d0aadc
Beneil,Dariush,NULL,177.8,155,182.88,Southpaw,1989-05-06,22,6,1,NULL,http://ufcstats.com/fighter-details/08af939f41b5a57b
Sean,Daugherty,NULL,182.88,175,NULL,,1975-12-04,0,2,0,NULL,http://ufcstats.com/fighter-details/a683f9ddb70aa4bd
Kyle,Daukaus,NULL,190.5,185,193.04,Southpaw,1993-02-27,11,4,0,1,http://ufcstats.com/fighter-details/d6c0cdd7e467c440
Chris,Daukaus,NULL,190.5,205,193.04,Orthodox,1989-09-25,12,7,0,NULL,http://ufcstats.com/fighter-details/d0aaedcf7ccd0b45
Brian,Davidson,NULL,167.64000000000001,145,NULL,,NULL,13,4,0,NULL,http://ufcstats.com/fighter-details/42775dc893603154
Rick,Davis,The Flying Squirrel,175.26,155,NULL,Orthodox,NULL,3,1,1,NULL,http://ufcstats.com/fighter-details/2549d63da9c456cb
Marcus,Davis,The Irish Hand Grenade,177.8,170,177.8,Southpaw,1973-08-24,22,11,0,1,http://ufcstats.com/fighter-details/b7d524c77c27389b
LC,Davis,NULL,172.72,135,175.26,Southpaw,1980-10-28,23,8,0,NULL,http://ufcstats.com/fighter-details/6dab8ce5e4bffe77
Phil,Davis,Mr. Wonderful,187.96,205,200.66,Orthodox,1984-09-25,17,4,0,1,http://ufcstats.com/fighter-details/902ab9197b83d0db
Lemont,Davis,NULL,172.72,170,NULL,Orthodox,NULL,2,6,0,NULL,http://ufcstats.com/fighter-details/a993ef2dd36cea5f
Mike,Davis,NULL,NULL,NULL,NULL,,NULL,2,0,0,NULL,http://ufcstats.com/fighter-details/c8661e204c66f325
Justin,Davis,Dangerous,180.34,205,NULL,,1983-04-01,13,16,0,NULL,http://ufcstats.com/fighter-details/20697b334f6c0a45
Alexis,Davis,NULL,167.64000000000001,135,172.72,Orthodox,1984-10-04,21,11,0,NULL,http://ufcstats.com/fighter-details/4c2d90e335e6df19
Danny,Davis,NULL,187.96,170,NULL,,1982-07-28,13,11,1,NULL,http://ufcstats.com/fighter-details/570d40f993171b19
Brandon,Davis,Killer B,177.8,135,182.88,Orthodox,1990-05-08,14,10,0,NULL,http://ufcstats.com/fighter-details/cc351e408bbb7d43
Mike,Davis,Beast Boy,182.88,155,182.88,Orthodox,1992-10-07,11,2,0,NULL,http://ufcstats.com/fighter-details/fb3e61720be4690c
Hakeem,Dawodu,Mean,172.72,145,185.42,Orthodox,1991-07-02,13,4,1,NULL,http://ufcstats.com/fighter-details/2c9d00968f818270
Grant,Dawson,KGD,177.8,155,182.88,Switch,1994-02-20,21,2,1,NULL,http://ufcstats.com/fighter-details/99bd51917728c25d
Jason,Day,Dooms,182.88,185,182.88,Orthodox,1981-05-19,19,12,0,NULL,http://ufcstats.com/fighter-details/a6fd2173d5e2d7f0
Martin,Day,The Spartan,177.8,145,185.42,Orthodox,1988-11-10,8,6,0,NULL,http://ufcstats.com/fighter-details/ea3dcc417c322064
Angel,De Anda,The Dream,175.26,225,NULL,Orthodox,1985-05-28,18,6,0,NULL,http://ufcstats.com/fighter-details/4b450aa602611baa
Yorgan,De Castro,The Mad Titan,182.88,250,187.96,Orthodox,1986-12-19,6,3,0,NULL,http://ufcstats.com/fighter-details/1eff7bc0f815b270
Geraldo,de Freitas,Spartan,170.18,135,182.88,Orthodox,1991-09-30,12,6,0,NULL,http://ufcstats.com/fighter-details/9cfbfae5fa1fdd93
Philip,De Fries,NULL,195.57999999999998,250,200.66,Orthodox,1986-04-21,12,6,0,1,http://ufcstats.com/fighter-details/6ef65b6a152e49d5
Chris,de la Rocha,NULL,190.5,250,203.2,Orthodox,1979-05-15,5,3,0,NULL,http://ufcstats.com/fighter-details/e51ee8ded927fc51
Montana,De La Rosa,NULL,170.18,125,172.72,Orthodox,1995-02-14,13,9,1,NULL,http://ufcstats.com/fighter-details/80d8aed0ca9b00f3
Mark,De La Rosa,Bumblebee,167.64000000000001,135,165.1,Orthodox,1994-08-31,11,5,0,NULL,http://ufcstats.com/fighter-details/f57dd0bfa8c17813
Mike,de la Torre,El Cucuy,180.34,145,180.34,Orthodox,1986-09-22,14,7,0,1,http://ufcstats.com/fighter-details/1971869b7e054261
Rodrigo,de Lima,Monstro,170.18,155,NULL,Orthodox,1991-03-12,8,3,1,NULL,http://ufcstats.com/fighter-details/a4dc47001f202bcd
Edilberto,de Oliveira,Crocota,182.88,170,NULL,Orthodox,1982-11-22,29,15,2,NULL,http://ufcstats.com/fighter-details/afdb76fbd86f6d11
Johil,de Oliveira,NULL,167.64000000000001,170,NULL,Orthodox,NULL,17,15,1,1,http://ufcstats.com/fighter-details/f9aa6376ae16bfb4
Jorge,de Oliveira,Blade,172.72,155,NULL,Orthodox,1980-01-22,9,2,0,NULL,http://ufcstats.com/fighter-details/ddf3e0ea10ea6d8c
Isabela,de Padua,Belinha,160.02,125,162.56,Orthodox,1991-09-04,5,2,0,NULL,http://ufcstats.com/fighter-details/e0f959f65d0406b4
Gloria,de Paula,Glorinha,165.1,115,170.18,Orthodox,1995-06-10,6,5,0,NULL,http://ufcstats.com/fighter-details/5dd180c8b3196786
Germaine,de Randamie,The Iron Lady,175.26,135,180.34,Orthodox,1984-04-24,10,5,0,NULL,http://ufcstats.com/fighter-details/1d239d571e342453
Crezio,de Souza,NULL,NULL,170,NULL,Orthodox,NULL,1,2,0,NULL,http://ufcstats.com/fighter-details/3746e21bb508391a
Carl,Deaton,The Anishinaabe Kid,170.18,155,175.26,Orthodox,1989-11-24,17,7,0,2,http://ufcstats.com/fighter-details/914a897455693650
Tom,DeBlass,NULL,182.88,185,NULL,Orthodox,1982-05-14,9,2,0,NULL,http://ufcstats.com/fighter-details/0bcfe2513cb3bc39
Issac,DeJesus,NULL,NULL,145,NULL,,NULL,12,7,1,1,http://ufcstats.com/fighter-details/0e2c2daf11b5d8f2
Rafael,Del Real,NULL,180.34,225,NULL,,NULL,6,20,0,NULL,http://ufcstats.com/fighter-details/e82b2adcaeff71ec
Shane,del Rosario,NULL,193.04,250,NULL,Southpaw,1983-09-23,11,2,0,NULL,http://ufcstats.com/fighter-details/85980f5da429c0a6
Wallen,Del Rosario,NULL,162.56,125,170.18,Orthodox,1993-03-18,8,2,0,NULL,http://ufcstats.com/fighter-details/a62f85f6a6c19a4c
Humberto,DeLeon,NULL,NULL,135,NULL,,1989-11-12,7,7,0,NULL,http://ufcstats.com/fighter-details/bfaf4c87936b4fae
Rolando,Delgado,Roli,190.5,155,195.58,Orthodox,1981-11-22,11,6,1,NULL,http://ufcstats.com/fighter-details/37b1696e6d115957
Israel,Delgado,NULL,177.8,155,NULL,,NULL,0,2,0,NULL,http://ufcstats.com/fighter-details/01f4bcd26ac08ad5
Jose,Delgado,NULL,180.34,145,185.42,Switch,1998-04-21,8,1,0,NULL,http://ufcstats.com/fighter-details/7d6ceff6747f2de2
Ante,Delija,Walking Trouble,193.04,245,NULL,Orthodox,1990-08-07,17,3,0,NULL,http://ufcstats.com/fighter-details/7d8435c56043b0ae
Jack,Della Maddalena,NULL,180.34,170,185.42,Switch,1996-09-10,17,2,0,NULL,http://ufcstats.com/fighter-details/6b453bc35a823c3f
Roland,Delorme,NULL,175.26,135,180.34,Orthodox,1983-12-18,9,5,0,1,http://ufcstats.com/fighter-details/173acb3f920082b8
Jon,Delos Reyes,The Heat,167.64000000000001,125,170.18,Orthodox,1987-08-19,8,5,0,NULL,http://ufcstats.com/fighter-details/0d0351c20169a499
Jason,DeLucia,NULL,180.34,190,NULL,Southpaw,1969-07-24,33,21,1,NULL,http://ufcstats.com/fighter-details/6ceff86fae4f6b3b
Justin,DeMoney,NULL,NULL,170,NULL,,1985-07-01,15,7,1,NULL,http://ufcstats.com/fighter-details/985bca5a097fb3f4
Vanessa,Demopoulos,Lil Monster,157.48000000000002,115,149.86,Orthodox,1988-09-22,11,6,0,NULL,http://ufcstats.com/fighter-details/2c483cf443f38ece
Chris,Dempsey,NULL,177.8,185,182.88,Orthodox,1987-09-08,11,5,0,NULL,http://ufcstats.com/fighter-details/dfae5da5676e4194
Nick,Denis,The Ninja of Love,170.18,135,NULL,Orthodox,1983-10-11,11,3,0,NULL,http://ufcstats.com/fighter-details/e4aaaa34535e32b6
Thomas,Denny,The Wildman,177.8,170,NULL,Orthodox,1971-04-19,27,21,1,NULL,http://ufcstats.com/fighter-details/a11a6ee8eeb03c18
Robert,Densley,The Wrecker,175.26,155,NULL,,NULL,9,10,0,NULL,http://ufcstats.com/fighter-details/b72f3cafa6376e35
Jason,Dent,Dynamite,177.8,155,180.34,Orthodox,1980-06-12,22,13,0,NULL,http://ufcstats.com/fighter-details/fa8b9e6b0c2269f8
Mackenzie,Dern,NULL,162.56,115,160.02,Orthodox,1993-03-24,14,5,0,NULL,http://ufcstats.com/fighter-details/7447e9f28508106a
Booker,DeRousse,NULL,187.96,205,NULL,,1981-03-23,6,5,0,NULL,http://ufcstats.com/fighter-details/f2c91b67f71bbeab
Tony,DeSouza,NULL,182.88,170,177.8,Southpaw,1974-07-26,11,4,0,NULL,http://ufcstats.com/fighter-details/6ad9058b7c7898b0
Robelis,Despaigne,The Big Boy,200.66,265,213.36,Orthodox,1988-09-09,5,1,0,NULL,http://ufcstats.com/fighter-details/140567899d98978a
Cory,Devela,The One,152.4,185,NULL,Orthodox,NULL,16,7,0,NULL,http://ufcstats.com/fighter-details/48544433372ecfa6
John,Devine,NULL,NULL,NULL,NULL,,NULL,6,4,0,NULL,http://ufcstats.com/fighter-details/2bcc39af95d6f2e8
Edwin,DeWees,Babyface,185.42,185,NULL,Orthodox,1982-08-07,38,17,0,1,http://ufcstats.com/fighter-details/75bbd2206a15319f
Alessio,Di Chirico,Manzo,182.88,185,187.96,Orthodox,1989-12-12,13,7,0,NULL,http://ufcstats.com/fighter-details/77d7295d1b22c694
Micol,Di Segni,NULL,160.02,115,152.4,Orthodox,1987-12-29,7,3,0,NULL,http://ufcstats.com/fighter-details/8126e4dff0cdf69e
Cyrille,Diabate,The Snake,198.12,205,205.74,Southpaw,1973-10-06,19,10,1,NULL,http://ufcstats.com/fighter-details/43563a32c3f10e95
Thomas,Diagne,NULL,185.42,154,NULL,,1983-09-03,6,6,1,NULL,http://ufcstats.com/fighter-details/8567466ae167216b
Marc,Diakiese,Bonecrusher,177.8,155,185.42,Orthodox,1993-03-16,17,7,0,NULL,http://ufcstats.com/fighter-details/32c355b04fc57f3a
Tyler,Diamond,NULL,170.18,145,175.26,Orthodox,1991-03-18,9,1,0,NULL,http://ufcstats.com/fighter-details/f5f6419c5f00abad
Blood,Diamond,NULL,180.34,170,193.04,Switch,1988-07-10,3,3,0,NULL,http://ufcstats.com/fighter-details/9edf2c9082cc2cd8
Eldo,Xavier Dias,NULL,180.34,180,NULL,,1964-07-16,0,1,0,NULL,http://ufcstats.com/fighter-details/ee5df903f80c6816
Rafael,Dias,NULL,175.26,145,NULL,Orthodox,1979-10-20,17,12,2,NULL,http://ufcstats.com/fighter-details/b5abaa65f87938eb
Hacran,Dias,Barnabe,172.72,155,175.26,Orthodox,1984-06-16,23,6,1,NULL,http://ufcstats.com/fighter-details/ed209f6618c82e41
Victor,Dias,Crazy Horse,167.64000000000001,125,175.26,Orthodox,1990-12-26,11,3,0,NULL,http://ufcstats.com/fighter-details/f7202b3130421d27
Nick,Diaz,NULL,185.42,170,193.04,Southpaw,1983-08-02,26,10,0,2,http://ufcstats.com/fighter-details/f57a8a52ca401ed9
Nate,Diaz,NULL,182.88,170,193.04,Southpaw,1985-04-16,22,13,0,NULL,http://ufcstats.com/fighter-details/8355922d564b152c
Michael,Diaz,NULL,NULL,260,NULL,,NULL,1,2,0,NULL,http://ufcstats.com/fighter-details/5e7a48e469770615
Ryan,Diaz,NULL,NULL,145,NULL,,NULL,13,14,0,NULL,http://ufcstats.com/fighter-details/ceee5dd37253199a
Adrian,Diaz,NULL,177.8,145,NULL,Southpaw,1988-04-26,11,4,1,NULL,http://ufcstats.com/fighter-details/bfa8f263815cfa2e
Ozzy,Diaz,NULL,193.04,185,200.66,Orthodox,1990-11-22,7,2,0,NULL,http://ufcstats.com/fighter-details/6967153c7edb4d87
Mark,Dickman,Tricky,175.26,145,NULL,,1984-07-19,11,3,0,NULL,http://ufcstats.com/fighter-details/2482ef3331a82e75
Josh,Diekmann,The Freight Train,162.56,246,NULL,,1976-10-09,15,8,0,1,http://ufcstats.com/fighter-details/414bddf0c80c41e1
Kyle,Dietz,NULL,172.72,135,NULL,Orthodox,1986-04-29,5,2,0,NULL,http://ufcstats.com/fighter-details/31da66df48c0c1a0
Seth,Dikun,NULL,177.8,135,175.26,Orthodox,1980-08-05,9,8,0,NULL,http://ufcstats.com/fighter-details/eb42d4febfafefd1
TJ,Dillashaw,NULL,167.64000000000001,135,170.18,Orthodox,1986-02-07,18,5,0,NULL,http://ufcstats.com/fighter-details/c849740a3ff51931
Ralph,Dillon,Rage,187.96,205,NULL,Orthodox,NULL,0,2,1,NULL,http://ufcstats.com/fighter-details/b4f7a2d8ecc5e0c3
Drew,Dimanlig,NULL,NULL,185,NULL,,NULL,3,4,0,NULL,http://ufcstats.com/fighter-details/cc2ad11b1f9d818b
Ding,Meng,The Assassin,187.96,170,185.42,Orthodox,1994-09-27,34,9,0,NULL,http://ufcstats.com/fighter-details/e0664abaa023fd6f
Rodolfo,Marques Diniz,NULL,167.64000000000001,135,NULL,,1984-01-23,23,9,1,NULL,http://ufcstats.com/fighter-details/2d2239d0f6fa83dd
Jhonata,Diniz,NULL,193.04,254,200.66,Orthodox,1991-06-23,8,0,0,NULL,http://ufcstats.com/fighter-details/25f9a5f3e8a52618
Helio,Dipp,NULL,195.57999999999998,185,NULL,Orthodox,NULL,6,3,0,NULL,http://ufcstats.com/fighter-details/73eb2a552c92a821
Rico,DiSciullo,NULL,172.72,135,NULL,Orthodox,1986-10-12,9,2,0,1,http://ufcstats.com/fighter-details/ec7f7263bf36579b
Matt,Dixon,Magic,177.8,170,190.5,Switch,1995-10-09,9,1,0,NULL,http://ufcstats.com/fighter-details/1db445a4468447d0
John,Dixson,Big John,182.88,275,NULL,Orthodox,NULL,15,22,0,NULL,http://ufcstats.com/fighter-details/ad4e9055bf8cd04d
Anthony,Do,NULL,162.56,125,NULL,,NULL,4,2,0,NULL,http://ufcstats.com/fighter-details/7c9aeba0c4d4bd78
Russell,Doane,NULL,170.18,135,177.8,Orthodox,1986-08-13,15,8,0,NULL,http://ufcstats.com/fighter-details/f50d95223751e6ca
