event_name,referee,f_1,f_2,winner,num_rounds,title_fight,weight_class,gender,result,result_details,finish_round,finish_time,fight_url
UFC Fight Night: Volkov vs. Aspinall,Rich Mitchell,Mike Grundy,Makwan Amirkhani,Makwan Amirkhani,3,F,Featherweight,M,Submission,Anaconda Choke On Ground,1,0:57,http://ufcstats.com/fight-details/6e705b2365bc03fa
UFC Fight Night: Volkov vs. Aspinall,Daniel Movahedi,Shamil Abdurakhimov,Sergei Pavlovich,Sergei Pavlovich,3,F,Heavyweight,M,KO/TKO,Punches to Head On Ground,1,4:03,http://ufcstats.com/fight-details/ae989e21c3839b49
UFC Fight Night: Volkov vs. Aspinall,Lukasz Bosacki,Nikita Krylov,Paul Craig,Paul Craig,3,F,Light Heavyweight,M,Submission,Triangle Choke From Bottom Guard,1,3:57,http://ufcstats.com/fight-details/766b4f5e77ab0860
UFC Fight Night: Volkov vs. Aspinall,Marc Goddard,Jack Shore,Timur Valiev,Jack Shore,3,F,Bantamweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/53d0df57a917c6a0
UFC Fight Night: Volkov vs. Aspinall,Rich Mitchell,Cory McKenna,Elise Reed,Elise Reed,3,F,Women's Strawweight,F,Decision,Split,3,5:00,http://ufcstats.com/fight-details/5e378c52f26935d6
UFC Fight Night: Volkov vs. Aspinall,Daniel Movahedi,Muhammad Mokaev,Cody Durden,Muhammad Mokaev,3,F,Flyweight,M,Submission,Guillotine Choke On Ground,1,0:58,http://ufcstats.com/fight-details/4c7e55061dc3bf89
UFC Fight Night: Santos vs. Ankalaev,Mark Smith,Thiago Santos,Magomed Ankalaev,Magomed Ankalaev,5,F,Light Heavyweight,M,Decision,Unanimous,5,5:00,http://ufcstats.com/fight-details/8aa16cc1ba99aac1
UFC Fight Night: Santos vs. Ankalaev,Keith Peterson,Marlon Moraes,Song Yadong,Song Yadong,3,F,Bantamweight,M,KO/TKO,Punch to Head At Distance,1,2:06,http://ufcstats.com/fight-details/9b46a662b8fa1d8d
UFC Fight Night: Santos vs. Ankalaev,Chris Tognoni,Sodiq Yusuff,Alex Caceres,Sodiq Yusuff,3,F,Featherweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/70b8d357e89383bd
UFC Fight Night: Santos vs. Ankalaev,Herb Dean,Khalil Rountree Jr.,Karl Roberson,Khalil Rountree Jr.,3,F,Light Heavyweight,M,KO/TKO,Punch to Head At Distance,2,0:25,http://ufcstats.com/fight-details/23eec2d9cb2d78cd
UFC Fight Night: Santos vs. Ankalaev,Keith Peterson,Drew Dober,Terrance McKinney,Drew Dober,3,F,Lightweight,M,KO/TKO,Punches to Head On Ground,1,3:17,http://ufcstats.com/fight-details/463fac0e48505b62
UFC Fight Night: Santos vs. Ankalaev,Mark Smith,Alex Pereira,Bruno Silva,Alex Pereira,3,F,Middleweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/226884e46a10865d
UFC Fight Night: Santos vs. Ankalaev,Herb Dean,Matthew Semelsberger,AJ Fletcher,Matthew Semelsberger,3,F,Welterweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/3b06c512abfa0494
UFC Fight Night: Santos vs. Ankalaev,Chris Tognoni,JJ Aldrich,Gillian Robertson,JJ Aldrich,3,F,Women's Flyweight,F,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/26fbee4ed13ff35d
UFC Fight Night: Santos vs. Ankalaev,Keith Peterson,Trevin Jones,Javid Basharat,Javid Basharat,3,F,Bantamweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/b70313eae7c24b27
UFC Fight Night: Santos vs. Ankalaev,Chris Tognoni,Damon Jackson,Kamuela Kirk,Damon Jackson,3,F,Featherweight,M,Submission,Arm Triangle From Half Guard,2,4:42,http://ufcstats.com/fight-details/5cad3ab6553e9ec9
UFC Fight Night: Santos vs. Ankalaev,Keith Peterson,Sabina Mazo,Miranda Maverick,Miranda Maverick,3,F,Women's Flyweight,F,Submission,Rear Naked Choke,2,2:15,http://ufcstats.com/fight-details/b55de7d791b9f62d
UFC Fight Night: Santos vs. Ankalaev,Mark Smith,Dalcha Lungiambula,Cody Brundage,Cody Brundage,3,F,Middleweight,M,Submission,Guillotine Choke From Bottom Guard,1,3:41,http://ufcstats.com/fight-details/9cb78122a23e6a7d
UFC Fight Night: Santos vs. Ankalaev,Chris Tognoni,Kris Moutinho,Guido Cannetti,Guido Cannetti,3,F,Bantamweight,M,KO/TKO,Punches to Head At Distance,1,2:07,http://ufcstats.com/fight-details/b400c29fbeee0206
UFC Fight Night: Santos vs. Ankalaev,Herb Dean,Tafon Nchukwi,Azamat Murzakanov,Azamat Murzakanov,3,F,Light Heavyweight,M,KO/TKO,Knee to Head At Distance,3,0:44,http://ufcstats.com/fight-details/f10c2c84652ef573
UFC 272: Covington vs. Masvidal,Herb Dean,Colby Covington,Jorge Masvidal,Colby Covington,5,F,Welterweight,M,Decision,Unanimous,5,5:00,http://ufcstats.com/fight-details/d03d0abf331df751
UFC 272: Covington vs. Masvidal,Marc Goddard,Rafael Dos Anjos,Renato Moicano,Rafael Dos Anjos,5,F,Catch Weight,M,Decision,Unanimous,5,5:00,http://ufcstats.com/fight-details/838bb84a5a976a9c
UFC 272: Covington vs. Masvidal,Mark Smith,Edson Barboza,Bryce Mitchell,Bryce Mitchell,3,F,Featherweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/abd45edc07a8d9e3
UFC 272: Covington vs. Masvidal,Chris Tognoni,Kevin Holland,Alex Oliveira,Kevin Holland,3,F,Welterweight,M,KO/TKO,Elbows to Head From Half Guard,2,0:38,http://ufcstats.com/fight-details/43b43c5d439b2f98
UFC 272: Covington vs. Masvidal,Marc Goddard,Serghei Spivac,Greg Hardy,Serghei Spivac,3,F,Heavyweight,M,KO/TKO,Punches to Head From Mount,1,2:16,http://ufcstats.com/fight-details/cda06ff86cfe4f5f
UFC 272: Covington vs. Masvidal,Herb Dean,Jalin Turner,Jamie Mullarkey,Jalin Turner,3,F,Lightweight,M,KO/TKO,Punch to Head At Distance,2,0:46,http://ufcstats.com/fight-details/fce6ab43b7d09aa4
UFC 272: Covington vs. Masvidal,Chris Tognoni,Marina Rodriguez,Yan Xiaonan,Marina Rodriguez,3,F,Women's Strawweight,F,Decision,Split,3,5:00,http://ufcstats.com/fight-details/9321b3c90ea5ca6c
UFC 272: Covington vs. Masvidal,Mark Smith,Nicolae Negumereanu,Kennedy Nzechukwu,Nicolae Negumereanu,3,F,Light Heavyweight,M,Decision,Split,3,5:00,http://ufcstats.com/fight-details/ee278a5a25744cac
UFC 272: Covington vs. Masvidal,Herb Dean,Maryna Moroz,Mariya Agapova,Maryna Moroz,3,F,Women's Flyweight,F,Submission,Arm Triangle From Half Guard,2,3:27,http://ufcstats.com/fight-details/c6fc43c351b08bda
UFC 272: Covington vs. Masvidal,Marc Goddard,Brian Kelleher,Umar Nurmagomedov,Umar Nurmagomedov,3,F,Featherweight,M,Submission,Rear Naked Choke,1,3:15,http://ufcstats.com/fight-details/59d44b6888885500
UFC 272: Covington vs. Masvidal,Chris Tognoni,Tim Elliott,Tagir Ulanbekov,Tim Elliott,3,F,Flyweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/c420c376cc1d149c
UFC 272: Covington vs. Masvidal,Marc Goddard,Devonte Smith,Ludovit Klein,Ludovit Klein,3,F,Lightweight,M,Decision,Split,3,5:00,http://ufcstats.com/fight-details/36d9337a27b71ba9
UFC 272: Covington vs. Masvidal,Mark Smith,Dustin Jacoby,Michal Oleksiejczuk,Dustin Jacoby,3,F,Light Heavyweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/d5323490163dde0e
UFC Fight Night: Makhachev vs. Green,Herb Dean,Islam Makhachev,King Green,Islam Makhachev,5,F,Catch Weight,M,KO/TKO,Punches to Head From Back Control,1,3:23,http://ufcstats.com/fight-details/2f4d42e0b9696f71
UFC Fight Night: Makhachev vs. Green,Mark Smith,Misha Cirkunov,Wellington Turman,Wellington Turman,3,F,Middleweight,M,Submission,Armbar From Bottom Guard,2,1:29,http://ufcstats.com/fight-details/01468f766dd7385c
UFC Fight Night: Makhachev vs. Green,Keith Peterson,Ji Yeon Kim,Priscila Cachoeira,Priscila Cachoeira,3,F,Women's Flyweight,F,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/c4eb14c3de579842
UFC Fight Night: Makhachev vs. Green,Chris Tognoni,Arman Tsarukyan,Joel Alvarez,Arman Tsarukyan,3,F,Lightweight,M,KO/TKO,Punches to Head On Ground,2,1:57,http://ufcstats.com/fight-details/8515f07911765f89
UFC Fight Night: Makhachev vs. Green,Jason Herzog,Armen Petrosyan,Gregory Rodrigues,Armen Petrosyan,3,F,Middleweight,M,Decision,Split,3,5:00,http://ufcstats.com/fight-details/84d633d4a9fbf331
UFC Fight Night: Makhachev vs. Green,Keith Peterson,Rongzhu,Ignacio Bahamondes,Ignacio Bahamondes,3,F,Lightweight,M,Submission,Guillotine Choke On Ground,3,1:40,http://ufcstats.com/fight-details/61a20ff34b6948ba
UFC Fight Night: Makhachev vs. Green,Mark Smith,Josiane Nunes,Ramona Pascual,Josiane Nunes,3,F,Women's Featherweight,F,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/f087a10a6f2bcc99
UFC Fight Night: Makhachev vs. Green,Herb Dean,Terrance McKinney,Fares Ziam,Terrance McKinney,3,F,Lightweight,M,Submission,Rear Naked Choke,1,2:11,http://ufcstats.com/fight-details/cb1f27818d46af0e
UFC Fight Night: Makhachev vs. Green,Jason Herzog,Alejandro Perez,Jonathan Martinez,Jonathan Martinez,3,F,Featherweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/901e62b7af57f559
UFC Fight Night: Makhachev vs. Green,Mark Smith,Ramiz Brahimaj,Micheal Gillmore,Ramiz Brahimaj,3,F,Welterweight,M,Submission,Rear Naked Choke,1,2:02,http://ufcstats.com/fight-details/c5d5fcf290cc029e
UFC Fight Night: Makhachev vs. Green,Chris Tognoni,Victor Altamirano,Carlos Hernandez,Carlos Hernandez,3,F,Flyweight,M,Decision,Split,3,5:00,http://ufcstats.com/fight-details/181ceedcacc01d48
UFC Fight Night: Walker vs. Hill,Jason Herzog,Johnny Walker,Jamahal Hill,Jamahal Hill,5,F,Light Heavyweight,M,KO/TKO,Punch to Head At Distance,1,2:55,http://ufcstats.com/fight-details/f7865e5a6d009a87
UFC Fight Night: Walker vs. Hill,Herb Dean,Kyle Daukaus,Jamie Pickett,Kyle Daukaus,3,F,Catch Weight,M,Submission,D'Arce Choke From Half Guard,1,4:59,http://ufcstats.com/fight-details/99fd8396cbe1df03
UFC Fight Night: Walker vs. Hill,Mark Smith,Parker Porter,Alan Baudot,Parker Porter,3,F,Heavyweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/93026443e5140415
UFC Fight Night: Walker vs. Hill,Keith Peterson,Jim Miller,Nikolas Motta,Jim Miller,3,F,Lightweight,M,KO/TKO,Punch to Head At Distance,2,1:58,http://ufcstats.com/fight-details/958799d957945a3a
UFC Fight Night: Walker vs. Hill,Herb Dean,Joaquin Buckley,Abdul Razak Alhassan,Joaquin Buckley,3,F,Middleweight,M,Decision,Split,3,5:00,http://ufcstats.com/fight-details/04e2d50c24a88dbd
UFC Fight Night: Walker vs. Hill,Mark Smith,Gabriel Benitez,David Onama,David Onama,3,F,Featherweight,M,KO/TKO,Punches to Head At Distance,1,4:24,http://ufcstats.com/fight-details/25da52bc590ef664
UFC Fight Night: Walker vs. Hill,Jason Herzog,Jessica-Rose Clark,Stephanie Egger,Stephanie Egger,3,F,Women's Bantamweight,F,Submission,Armbar On Ground,1,3:44,http://ufcstats.com/fight-details/e36a5d4d53b97d4e
UFC Fight Night: Walker vs. Hill,Keith Peterson,Chas Skelly,Mark Striegl,Chas Skelly,3,F,Featherweight,M,KO/TKO,Knee to Head In Clinch,2,2:01,http://ufcstats.com/fight-details/2d8db91f91f68069
UFC Fight Night: Walker vs. Hill,Mark Smith,Diana Belbita,Gloria de Paula,Gloria de Paula,3,F,Women's Strawweight,F,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/33cc40fc1da409d3
UFC Fight Night: Walker vs. Hill,Herb Dean,Chad Anheliger,Jesse Strader,Chad Anheliger,3,F,Bantamweight,M,KO/TKO,Punch to Head At Distance,3,3:33,http://ufcstats.com/fight-details/ea63f56779100678
UFC Fight Night: Walker vs. Hill,Jason Herzog,Jonathan Pearce,Christian Rodriguez,Jonathan Pearce,3,F,Featherweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/528c208293bdef13
UFC Fight Night: Walker vs. Hill,Keith Peterson,Mario Bautista,Jay Perrin,Mario Bautista,3,F,Bantamweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/8cd583f6d10692bc
UFC 271: Adesanya vs. Whittaker 2,Herb Dean,Israel Adesanya,Robert Whittaker,Israel Adesanya,5,T,Middleweight,M,Decision,Unanimous,5,5:00,http://ufcstats.com/fight-details/ca8f73d038c4d6e7
UFC 271: Adesanya vs. Whittaker 2,Dan Miragliotta,Derrick Lewis,Tai Tuivasa,Tai Tuivasa,3,F,Heavyweight,M,KO/TKO,Elbow to Head In Clinch,2,1:40,http://ufcstats.com/fight-details/bb42336d6417914c
UFC 271: Adesanya vs. Whittaker 2,Kerry Hatley,Jared Cannonier,Derek Brunson,Jared Cannonier,3,F,Middleweight,M,KO/TKO,Elbows to Head On Ground,2,4:29,http://ufcstats.com/fight-details/18a1617ee7356352
UFC 271: Adesanya vs. Whittaker 2,Mike Beltran,Alexander Hernandez,Renato Moicano,Renato Moicano,3,F,Lightweight,M,Submission,Rear Naked Choke,2,1:23,http://ufcstats.com/fight-details/238832b58a66ae07
UFC 271: Adesanya vs. Whittaker 2,Mike Beltran,King Green,Nasrat Haqparast,King Green,3,F,Lightweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/388adad23aaa9d39
UFC 271: Adesanya vs. Whittaker 2,Mike Beltran,Andrei Arlovski,Jared Vanderaa,Andrei Arlovski,3,F,Heavyweight,M,Decision,Split,3,5:00,http://ufcstats.com/fight-details/81c22cfa22002ea4
UFC 271: Adesanya vs. Whittaker 2,Jacob Montalvo,Roxanne Modafferi,Casey O'Neill,Casey O'Neill,3,F,Women's Flyweight,F,Decision,Split,3,5:00,http://ufcstats.com/fight-details/b1e048825b5bbe1c
UFC 271: Adesanya vs. Whittaker 2,Dan Miragliotta,Kyler Phillips,Marcelo Rojo,Kyler Phillips,3,F,Bantamweight,M,Submission,Triangle Armbar From Bottom Guard,3,1:48,http://ufcstats.com/fight-details/a0ba726da4a50458
UFC 271: Adesanya vs. Whittaker 2,Dan Miragliotta,Carlos Ulberg,Fabio Cherant,Carlos Ulberg,3,F,Light Heavyweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/3bebd99d5f94bec7
UFC 271: Adesanya vs. Whittaker 2,Jacob Montalvo,Mana Martinez,Ronnie Lawrence,Ronnie Lawrence,3,F,Bantamweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/19e742ccaa09cf08
UFC 271: Adesanya vs. Whittaker 2,Herb Dean,AJ Dobson,Jacob Malkoun,Jacob Malkoun,3,F,Middleweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/c16bda7548181613
UFC 271: Adesanya vs. Whittaker 2,Kerry Hatley,Douglas Silva de Andrade,Sergey Morozov,Douglas Silva de Andrade,3,F,Bantamweight,M,Submission,Rear Naked Choke,2,3:24,http://ufcstats.com/fight-details/821bef3a3394dd96
UFC 271: Adesanya vs. Whittaker 2,Jacob Montalvo,Jeremiah Wells,Blood Diamond,Jeremiah Wells,3,F,Welterweight,M,Submission,Rear Naked Choke,1,4:38,http://ufcstats.com/fight-details/507080ccded73591
UFC 271: Adesanya vs. Whittaker 2,Herb Dean,William Knight,Maxim Grishin,Maxim Grishin,3,F,Heavyweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/6708f3a32861038a
UFC Fight Night: Hermansson vs. Strickland,Herb Dean,Jack Hermansson,Sean Strickland,Sean Strickland,5,F,Middleweight,M,Decision,Split,5,5:00,http://ufcstats.com/fight-details/4b67a1875390e7ad
UFC Fight Night: Hermansson vs. Strickland,Mark Smith,Punahele Soriano,Nick Maximov,Nick Maximov,3,F,Middleweight,M,Decision,Split,3,5:00,http://ufcstats.com/fight-details/ace166f26c2ac2e8
UFC Fight Night: Hermansson vs. Strickland,Mike Beltran,Shavkat Rakhmonov,Carlston Harris,Shavkat Rakhmonov,3,F,Welterweight,M,KO/TKO,"Kick to Head At Distance
      Wheel kick",1,4:10,http://ufcstats.com/fight-details/6b4c2cc27855506a
UFC Fight Night: Hermansson vs. Strickland,Chris Tognoni,Sam Alvey,Brendan Allen,Brendan Allen,3,F,Light Heavyweight,M,Submission,Rear Naked Choke,2,2:10,http://ufcstats.com/fight-details/0730c4e6fb247fa1
UFC Fight Night: Hermansson vs. Strickland,Herb Dean,Tresean Gore,Bryan Battle,Bryan Battle,3,F,Middleweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/0489b42ac0ab6d4b
UFC Fight Night: Hermansson vs. Strickland,Mark Smith,Julian Erosa,Steven Peterson,Julian Erosa,3,F,Featherweight,M,Decision,Split,3,5:00,http://ufcstats.com/fight-details/208c5dc52ccfd47a
UFC Fight Night: Hermansson vs. Strickland,Mike Beltran,Miles Johns,John Castaneda,John Castaneda,3,F,Bantamweight,M,Submission,Arm Triangle From Half Guard,3,1:38,http://ufcstats.com/fight-details/c816a969cb001168
UFC Fight Night: Hermansson vs. Strickland,Chris Tognoni,Hakeem Dawodu,Michael Trizano,Hakeem Dawodu,3,F,Featherweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/84ebbad426d25713
UFC Fight Night: Hermansson vs. Strickland,Herb Dean,Chidi Njokuani,Marc-Andre Barriault,Chidi Njokuani,3,F,Middleweight,M,KO/TKO,Punches to Head At Distance,1,0:16,http://ufcstats.com/fight-details/f9ab966e63968c15
UFC Fight Night: Hermansson vs. Strickland,Mark Smith,Alexis Davis,Julija Stoliarenko,Alexis Davis,3,F,Women's Bantamweight,F,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/673ed36fa5c12d5f
UFC Fight Night: Hermansson vs. Strickland,Mike Beltran,Jailton Almeida,Danilo Marques,Jailton Almeida,3,F,Light Heavyweight,M,KO/TKO,Punches to Head From Mount,1,2:57,http://ufcstats.com/fight-details/e82f15afac3dac93
UFC Fight Night: Hermansson vs. Strickland,Chris Tognoni,Jason Witt,Phil Rowe,Phil Rowe,3,F,Welterweight,M,KO/TKO,Punches to Head At Distance,2,2:15,http://ufcstats.com/fight-details/342779192b116314
UFC Fight Night: Hermansson vs. Strickland,Mark Smith,Malcolm Gordon,Denys Bondar,Malcolm Gordon,3,F,Flyweight,M,KO/TKO,"to    
      Arm Injury",1,1:22,http://ufcstats.com/fight-details/1765fc442ea03873
UFC 270: Ngannou vs. Gane,Herb Dean,Francis Ngannou,Ciryl Gane,Francis Ngannou,5,T,Heavyweight,M,Decision,Unanimous,5,5:00,http://ufcstats.com/fight-details/e786542667fdecf0
UFC 270: Ngannou vs. Gane,Jason Herzog,Brandon Moreno,Deiveson Figueiredo,Deiveson Figueiredo,5,T,Flyweight,M,Decision,Unanimous,5,5:00,http://ufcstats.com/fight-details/cddd3d4febe097f8
UFC 270: Ngannou vs. Gane,Mike Beltran,Michel Pereira,Andre Fialho,Michel Pereira,3,F,Welterweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/5ba543efdce072f5
UFC 270: Ngannou vs. Gane,Frank Trigg,Cody Stamann,Said Nurmagomedov,Said Nurmagomedov,3,F,Bantamweight,M,Submission,Guillotine Choke On Ground,1,0:47,http://ufcstats.com/fight-details/80f65ee9b6f8d63b
UFC 270: Ngannou vs. Gane,Mike Beltran,Michael Morales,Trevin Giles,Michael Morales,3,F,Welterweight,M,KO/TKO,Punches to Head On Ground,1,4:06,http://ufcstats.com/fight-details/453283e947919ff7
UFC 270: Ngannou vs. Gane,Jason Herzog,Raoni Barcelos,Victor Henry,Victor Henry,3,F,Bantamweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/44a55ba1de2b30e2
UFC 270: Ngannou vs. Gane,Frank Trigg,Jack Della Maddalena,Pete Rodriguez,Jack Della Maddalena,3,F,Welterweight,M,KO/TKO,Punch to Head At Distance,1,2:59,http://ufcstats.com/fight-details/0669231ebe3dd560
UFC 270: Ngannou vs. Gane,Herb Dean,Tony Gravely,Saimon Oliveira,Tony Gravely,3,F,Bantamweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/9687021e5c4d092a
UFC 270: Ngannou vs. Gane,Mike Beltran,Matt Frevola,Genaro Valdez,Matt Frevola,3,F,Lightweight,M,KO/TKO,Punches to Head From Back Control,1,3:15,http://ufcstats.com/fight-details/5da7168ac2ff0e1d
UFC 270: Ngannou vs. Gane,Frank Trigg,Silvana Gomez Juarez,Vanessa Demopoulos,Vanessa Demopoulos,3,F,Women's Strawweight,F,Submission,Armbar From Guard,1,2:25,http://ufcstats.com/fight-details/4047c2e259529179
UFC 270: Ngannou vs. Gane,Jason Herzog,Kay Hansen,Jasmine Jasudavicius,Jasmine Jasudavicius,3,F,Women's Flyweight,F,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/0a0beb5aa9810de4
UFC Fight Night: Kattar vs. Chikadze,Keith Peterson,Calvin Kattar,Giga Chikadze,Calvin Kattar,5,F,Featherweight,M,Decision,Unanimous,5,5:00,http://ufcstats.com/fight-details/9dfcf675cf2c1575
UFC Fight Night: Kattar vs. Chikadze,Herb Dean,Jake Collier,Chase Sherman,Jake Collier,3,F,Heavyweight,M,Submission,Rear Naked Choke,1,2:26,http://ufcstats.com/fight-details/3bcbb0e039f4f5d8
UFC Fight Night: Kattar vs. Chikadze,Mark Smith,Brandon Royval,Rogerio Bontorin,Brandon Royval,3,F,Flyweight,M,Decision,Split,3,5:00,http://ufcstats.com/fight-details/8d89f3b8798f444d
UFC Fight Night: Kattar vs. Chikadze,Chris Tognoni,Katlyn Cerminara,Jennifer Maia,Katlyn Cerminara,3,F,Women's Flyweight,F,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/f9a4e625dffc30d4
UFC Fight Night: Kattar vs. Chikadze,Herb Dean,Dakota Bush,Viacheslav Borshchev,Viacheslav Borshchev,3,F,Lightweight,M,KO/TKO,Punch to Body At Distance,1,3:47,http://ufcstats.com/fight-details/b5b5156c713c5d47
UFC Fight Night: Kattar vs. Chikadze,Keith Peterson,Bill Algeo,Joanderson Brito,Bill Algeo,3,F,Featherweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/8693027377658e61
UFC Fight Night: Kattar vs. Chikadze,Mark Smith,Jamie Pickett,Joseph Holmes,Jamie Pickett,3,F,Middleweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/e8517ed0b49abc37
UFC Fight Night: Kattar vs. Chikadze,Chris Tognoni,Court McGee,Ramiz Brahimaj,Court McGee,3,F,Welterweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/3738135e4c9d8273
UFC Fight Night: Kattar vs. Chikadze,Keith Peterson,Brian Kelleher,Kevin Croom,Brian Kelleher,3,F,Featherweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/7c2a02b5ea169b54
UFC Fight Night: Kattar vs. Chikadze,Mark Smith,TJ Brown,Charles Rosa,TJ Brown,3,F,Lightweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/3a8c0158d910546d
UFC Fight Night: Lewis vs. Daukaus,Mark Smith,Derrick Lewis,Chris Daukaus,Derrick Lewis,5,F,Heavyweight,M,KO/TKO,Punches to Head In Clinch,1,3:36,http://ufcstats.com/fight-details/4b7ec02b39fc6f70
UFC Fight Night: Lewis vs. Daukaus,Herb Dean,Stephen Thompson,Belal Muhammad,Belal Muhammad,3,F,Welterweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/8b3b38167060b1d7
UFC Fight Night: Lewis vs. Daukaus,Jason Herzog,Amanda Lemos,Angela Hill,Amanda Lemos,3,F,Women's Strawweight,F,Decision,Split,3,5:00,http://ufcstats.com/fight-details/2e200563dd7c4922
UFC Fight Night: Lewis vs. Daukaus,Chris Tognoni,Raphael Assuncao,Ricky Simon,Ricky Simon,3,F,Bantamweight,M,KO/TKO,Punch to Head At Distance,2,2:14,http://ufcstats.com/fight-details/a43dcd04788d95c7
UFC Fight Night: Lewis vs. Daukaus,Jason Herzog,Diego Ferreira,Mateusz Gamrot,Mateusz Gamrot,3,F,Lightweight,M,KO/TKO,Knee to Body On Ground,2,3:26,http://ufcstats.com/fight-details/730f14ccff80f3b0
UFC Fight Night: Lewis vs. Daukaus,Herb Dean,Cub Swanson,Darren Elkins,Cub Swanson,3,F,Featherweight,M,KO/TKO,Punches to Head At Distance,1,2:12,http://ufcstats.com/fight-details/2a5484a6d5e7a2da
UFC Fight Night: Lewis vs. Daukaus,Mark Smith,Dustin Stoltzfus,Gerald Meerschaert,Gerald Meerschaert,3,F,Middleweight,M,Submission,Rear Naked Choke,3,2:58,http://ufcstats.com/fight-details/bdaca0a96d44438a
UFC Fight Night: Lewis vs. Daukaus,Herb Dean,Justin Tafa,Harry Hunsucker,Justin Tafa,3,F,Heavyweight,M,KO/TKO,Kick to Head At Distance,1,1:53,http://ufcstats.com/fight-details/fc0927c657c51622
UFC Fight Night: Lewis vs. Daukaus,Chris Tognoni,Sijara Eubanks,Melissa Gatto,Melissa Gatto,3,F,Women's Flyweight,F,KO/TKO,Kick to Body At Distance,3,0:45,http://ufcstats.com/fight-details/dd552b389152636a
UFC Fight Night: Lewis vs. Daukaus,Mark Smith,Charles Jourdain,Andre Ewell,Charles Jourdain,3,F,Featherweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/b4f88d65b47c2a39
UFC Fight Night: Lewis vs. Daukaus,Jason Herzog,Raquel Pennington,Macy Chiasson,Raquel Pennington,3,F,Women's Featherweight,F,Submission,Guillotine Choke On Ground,2,3:07,http://ufcstats.com/fight-details/85d9a516c3c6c205
UFC Fight Night: Lewis vs. Daukaus,Herb Dean,Don'Tale Mayes,Josh Parisian,Don'Tale Mayes,3,F,Heavyweight,M,KO/TKO,Elbows to Head From Crucifix,3,3:26,http://ufcstats.com/fight-details/a760d0f5de2e1aaa
UFC Fight Night: Lewis vs. Daukaus,Chris Tognoni,Jordan Leavitt,Matt Sayles,Jordan Leavitt,3,F,Lightweight,M,Submission,Inverted Triangle On Ground,2,2:05,http://ufcstats.com/fight-details/ea76a3af8c5ecc55
UFC 269: Oliveira vs. Poirier,Herb Dean,Charles Oliveira,Dustin Poirier,Charles Oliveira,5,T,Lightweight,M,Submission,Rear Naked Choke,3,1:02,http://ufcstats.com/fight-details/b22eab3aa1522f40
UFC 269: Oliveira vs. Poirier,Marc Goddard,Amanda Nunes,Julianna Pena,Julianna Pena,5,T,Women's Bantamweight,F,Submission,Rear Naked Choke,2,3:26,http://ufcstats.com/fight-details/0b633295d9e017a3
UFC 269: Oliveira vs. Poirier,Mark Smith,Geoff Neal,Santiago Ponzinibbio,Geoff Neal,3,F,Welterweight,M,Decision,Split,3,5:00,http://ufcstats.com/fight-details/2d0d13dfc6c37ba8
UFC 269: Oliveira vs. Poirier,Herb Dean,Kai Kara-France,Cody Garbrandt,Kai Kara-France,3,F,Flyweight,M,KO/TKO,Punches to Head At Distance,1,3:21,http://ufcstats.com/fight-details/795aa42785a46643
